Client ID,Issued on,Paid on,Concept,Sale type,Membership,Subtotal (Excluding taxes),% Taxes,VAT Charged €,Total €,Method of payment
319,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
238,06/01/2023,06/01/2023,Full Open  06/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
252,06/01/2023,06/01/2023,Fitness 06/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
88,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
231,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
64,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
246,06/01/2023,06/01/2023,Healthy 6/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
312,06/01/2023,06/01/2023,Fitness 06/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
85,06/01/2023,06/01/2023,Full Open  06/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
91,06/01/2023,06/01/2023,Full Open  06/2023 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
307,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
50,06/01/2023,06/01/2023,Full Open  06/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
333,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
310,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
173,06/01/2023,06/01/2023,Fitness 06/2023 (Familiares directos),Memberships,Fitness,85.54,21.00%,17.96,103.5,Direct debit
149,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
,06/01/2023,06/01/2023,Morning Fitness 06/2023 (FCSE,,,,,,,
115,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
131,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
8,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
179,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
58,06/01/2023,06/01/2023,Fitness 06/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
275,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
339,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
345,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
254,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
241,06/01/2023,06/01/2023,Vitamin  06/2023 (Familiares directos),Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
240,06/01/2023,06/01/2023,Vitamin  06/2023 (Familiares directos),Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
89,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
159,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
249,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
244,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
336,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
256,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
288,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
7,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
132,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
335,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
263,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
181,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
102,06/01/2023,06/01/2023,Fitness 06/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
157,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
262,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
329,06/01/2023,06/01/2023,Vitamin  06/2023 (Familiares directos),Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
351,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,35.12,21.00%,7.38,42.5,Direct debit
174,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
190,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
137,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
198,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
321,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
287,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
72,06/01/2023,06/01/2023,Full Open  06/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
277,06/01/2023,06/01/2023,Fitness 06/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
257,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
250,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
324,06/01/2023,06/01/2023,Fitness 06/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
195,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
147,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
28,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
186,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
119,06/01/2023,06/01/2023,Fitness 06/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
211,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
77,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
269,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
118,06/01/2023,06/01/2023,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
106,06/01/2023,06/01/2023,Full Open  06/2023 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
113,06/01/2023,06/01/2023,Open Box  06/2023,Memberships,Open Box,65.29,21.00%,13.71,79,Direct debit
21,06/01/2023,06/01/2023,Full Fitness 06/2023 (Familiares directos),Memberships,Full Fitness,96.69,21.00%,20.31,117,Direct debit
253,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
354,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
95,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
264,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
353,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
168,06/01/2023,06/01/2023,Vitamin  06/2023 (Familiares directos),Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
352,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
349,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
247,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
314,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
205,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
320,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
148,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
348,06/01/2023,06/01/2023,MORNING FITNESS XL  06/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
347,06/01/2023,06/01/2023,MORNING FITNESS XL 6/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
325,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
357,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
284,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
359,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
169,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
279,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
299,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
261,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
207,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
306,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
193,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
346,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
356,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
343,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
360,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
313,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
126,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
364,06/01/2023,06/01/2023 08:08,Morning Fitness 06/2023 (PARTNER ),Memberships,Morning Fitness,51.03,21.00%,10.72,61.75,Card payment
296,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
330,06/01/2023,06/01/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
376,06/01/2023,06/01/2023 08:12,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
230,06/01/2023,06/01/2023 08:14,Healthy 6/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Card payment
367,06/01/2023,06/01/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
151,06/01/2023,06/01/2023 08:31,Light 6/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
311,06/01/2023,06/01/2023,MORNING FITNESS XL 6/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
144,06/01/2023,06/01/2023,MORNING FITNESS XL 6/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
285,06/01/2023,06/01/2023,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
379,06/01/2023,06/01/2023 09:10,Matricula descuento,Memberships,Matricula descuento,24.79,21.00%,5.21,30,Card payment
379,06/01/2023,06/01/2023 09:10,Vitamin 6/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
276,06/01/2023,06/01/2023 09:29,Morning Fitness 6/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
47,06/01/2023,06/01/2023 09:36,Vitamin 6/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
375,05/30/2023,06/01/2023 10:45,Vitamin 5/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
365,06/01/2023,06/01/2023 11:13,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Pay with RedSys POS
338,06/01/2023,06/01/2023 21:43,Oferta Rugby 06/2023,Memberships,Oferta Rugby,29.17,20.00%,5.83,35,Card payment
380,06/02/2023,06/02/2023 16:19,Open Box 6/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Card payment
92,06/03/2023,06/03/2023 10:02,Pago Junio Full Open,Other,,99,0.00%,0,99,Card payment
92,06/01/2023,06/03/2023 13:03,Full Open  06/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Card payment
163,06/03/2023,06/03/2023 17:59,Vitamin 6/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Bank transfer
372,06/01/2023,06/04/2023 13:47,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Pay with RedSys POS
373,06/01/2023,06/04/2023 14:04,Fitness 06/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Pay with RedSys POS
258,06/04/2023,06/04/2023 15:56,MORNING FITNESS XL 6/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
169,06/01/2023,06/05/2023,MORNING FITNESS XL 6/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
342,06/01/2023,06/05/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
363,06/01/2023,06/05/2023,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
369,06/01/2023,06/05/2023,Bonus,Memberships,Bonus,90.91,21.00%,19.09,110,Direct debit
306,05/29/2023,06/05/2023 18:09,Bonus,Memberships,Bonus,49.59,21.00%,10.41,60,Card payment
344,06/01/2023,06/05/2023 22:42,Morning Fitness 06/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Pay with RedSys POS
382,06/06/2023,06/06/2023 09:48,Light 6/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
385,06/06/2023,06/06/2023 09:53,Light 6/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
245,06/01/2023,06/06/2023 14:08,Healthy 06/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Cash payment
386,06/06/2023,06/06/2023 17:26,Vitamin 6/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
387,06/06/2023,06/06/2023 20:51,Light 6/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
388,06/06/2023,06/06/2023 21:42,Light 6/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
327,06/01/2023,06/07/2023,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
326,06/01/2023,06/07/2023 08:34,Vitamin  06/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
389,06/08/2023,06/08/2023,Matricula descuento,Memberships,Matricula descuento,24.79,21.00%,5.21,30,Direct debit
389,06/08/2023,06/08/2023,Morning Fitness 6/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
255,06/01/2023,06/09/2023 16:48,Light  06/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
195,06/12/2023,06/12/2023 11:10,MORNING FITNESS XL  6/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
295,06/10/2023,06/12/2023 15:40,MORNING FITNESS XL 6/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Pay with RedSys POS
391,06/13/2023,06/13/2023 19:28,Vitamin 6/2023,Memberships,Vitamin,42.15,21.00%,8.85,51,Card payment
392,06/13/2023,06/13/2023 19:35,Bonus,Memberships,Bonus,90.91,21.00%,19.09,110,Card payment
384,06/06/2023,06/14/2023 08:59,Light 6/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
344,06/15/2023,06/15/2023 18:12,MORNING FITNESS XL 6/2023,Memberships,MORNING FITNESS XL,16.53,21.00%,3.47,20,Pay with RedSys POS
9,06/01/2023,06/18/2023 21:48,Fitness 06/2023 (Familiares directos),Memberships,Fitness,85.54,21.00%,17.96,103.5,Pay with RedSys POS
179,06/17/2023,06/18/2023 22:11,Healthy 6/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Card payment
361,06/01/2023,06/19/2023,Fitness 06/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
,06/18/2023,06/19/2023 08:38,pago prorrateo,Other,,49.83,0.00%,0,49.83,Card payment
393,06/18/2023,06/19/2023 08:48,Fitness 6/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
9,05/01/2023,06/19/2023 09:34,Fitness 05/2023 (Familiares directos),Memberships,Fitness,85.54,21.00%,17.96,103.5,Card payment
394,06/19/2023,06/19/2023 21:38,Fitness 6/2023,Memberships,Fitness,38.02,21.00%,7.98,46,Card payment
395,06/19/2023,06/19/2023 21:41,Fitness 6/2023,Memberships,Fitness,38.02,21.00%,7.98,46,Card payment
258,06/20/2023,06/20/2023,M FITNESS XL TRIMESTRAL,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
178,06/20/2023,06/20/2023,M FITNESS,Memberships,Morning fitness Trimestral,145.04,21.00%,30.46,175.5,Direct debit
9,06/20/2023,06/20/2023 16:04,fitness,Memberships,Fitness,85.54,21.00%,17.96,103.5,Bank transfer
396,06/26/2023,06/20/2023 16:05,Open Box 6/2023,Memberships,Open Box,11.71,21.00%,2.46,14.17,Card payment
383,06/06/2023,06/21/2023 09:58,Light 6/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
397,06/22/2023,06/22/2023 07:51,Fitness 6/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
398,06/22/2023,06/22/2023 07:53,Fitness 6/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
193,06/23/2023,06/23/2023,Open Box 6/2023,Memberships,Open Box,18.74,21.00%,3.93,22.67,Direct debit
400,06/23/2023,06/23/2023 20:14,MORNING FITNESS XL 6/2023,Memberships,MORNING FITNESS XL,18.74,21.00%,3.93,22.67,Cash payment
401,06/26/2023,06/24/2023 13:08,Healthy 6/2023,Memberships,Healthy,13.08,21.00%,2.75,15.83,Card payment
393,07/01/2023,06/27/2023,Fitness 7/2023 - 7/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
402,06/01/2023,06/27/2023 10:55,Healthy | Descuento Trimestral 27/06/2023,Memberships,Healthy  Descuento Trimestral,211.98,21.00%,44.52,256.5,Card payment
403,06/27/2023,06/27/2023,Matricula descuento,Memberships,Matricula descuento,24.79,21.00%,5.21,30,Direct debit
403,07/01/2023,06/27/2023,Light 7/2023 - 7/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
376,06/29/2023,06/29/2023 13:38,Moring Fitness,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
373,07/01/2023,07/01/2023 14:59,Fitness 07/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Pay with RedSys POS
316,07/01/2023,07/01/2023,MORNING FITNESS XL  07/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
184,07/01/2023,07/01/2023,Open Box  07/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
105,07/01/2023,07/01/2023,Full Open  07/2023 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
201,07/01/2023,07/01/2023 21:13,MORNING FITNESS XL  07/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
,07/01/2023,07/01/2023 21:13,Morning Fitness 07/2023 (FCSE,,,,,,,
145,07/01/2023,07/02/2023,Light  07/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
302,07/01/2023,07/02/2023,Light  07/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
56,07/01/2023,07/02/2023,Light  07/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
289,07/01/2023,07/02/2023,Light  07/2023 (Familiares directos),Memberships,Light,52.07,21.00%,10.93,63,Direct debit
103,07/01/2023,07/02/2023,Full Open  07/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
271,07/01/2023,07/02/2023,Fitness 07/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
213,07/01/2023,07/02/2023,Fitness 07/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
294,07/01/2023,07/02/2023,Vitamin  07/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
117,07/01/2023,07/02/2023,Light 7/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
259,07/01/2023,07/02/2023,Vitamin 7/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
167,07/01/2023,07/02/2023,Vitamin  07/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
175,07/01/2023,07/02/2023,Vitamin  07/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
128,07/01/2023,07/02/2023,Light  07/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
208,07/01/2023,07/02/2023,Light  07/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
347,07/01/2023,07/02/2023,MORNING FITNESS XL  07/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
125,07/01/2023,07/02/2023,Fitness 07/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
362,07/01/2023,07/02/2023,Fitness 07/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
305,07/01/2023,07/02/2023,MORNING FITNESS XL  07/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
340,07/01/2023,07/02/2023,Vitamin  07/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
